user,date,post
NewLIFEstyle4ME,"May 19, 2019 6:40PM","losingweightforgood2012
wrote:
»
Keto mozzeralla garlic sticks!
Those look crazy GOOD...YAY YOU!"
Deanner03,"May 19, 2019 6:40PM",Slovak Goulash
seltzermint555,"May 20, 2019 2:00AM","I usually eat at 7, noon and 5 or 6 pm so this was weird to me.
6 AM Breakfast: steel cut oats with dried cranberries, coffee.
11:30 AM Brunch: 3/4 bagel sandwich with egg, ham & pepper jack cheese. 1/2 of large serving fried potatoes (at a ""health food"" place but they were still fried) and a cup of fresh pineapple
4:30 PM Snack: Dunkin creme-filled donut and XL dark roast iced coffee
8 PM Dinner: caramelized onion & cheddar quesadilla on 2 small corn tortillas with picante"
JessAndreia,"May 20, 2019 3:30AM","Waffle and seitan chick'n. Smoothie with spinach, mango, orange, pineapple, flax seed, and hemp protein.
Sandwich with vegan ham and cheese, and lettuce. Chocolate protein shake.
Rice with red beans and cabbage. Loquats."
Katmary71,"May 20, 2019 3:46AM","Breakfast: two cups coffee with cream. Apple.
Lunch: large salad of spring greens, parsley, basil, red pepper, green onion, carrots, and cherry tomatoes.
Snack: Fage 2% with strawberries.
Dinner: salmon with broccoli, carrots, and green peppers."
NewLIFEstyle4ME,"May 20, 2019 3:21PM","Breakfast:
cup of coffee w/cream
Lunch:
2 cups of milk oolong tea, 1 cup of emperor puh erh tea
Dinner:
homemade Italian sausage spaghetti w/mozzarella cheese on top, baby bok choy, water to drink
Dessert or late night snack:
cup of mint chocolate chip ice cream, bowl of strawberries, blueberries, blackberries"
seltzermint555,"May 20, 2019 4:18PM","Breakfast: oatmeal with peanut butter & cinnamon, coffee
Lunch: split peas w/ carrot & onion, 1 oz. Wisconsin cheese curds, 1 whole apricot, green jasmine tea
Dinner: large baked potato with seasoned TVP ""meat"", onions, bell pepper, salsa & sour cream. Broccoli on the side. 3 small homemade chocolate cookies & 1 cup 1% milk (dairy milk is a rarity for me but love it with cookies!)"
NewLIFEstyle4ME,"May 21, 2019 5:33PM","Breakfast:
4 breakfast link sausages, 2 eggs over medium hard, grits, raisin toast w/butter,
Lunch:
2 cups of dandelion root tea, 1 cup of milk oolong tea
Dinner:
Left over homemade Italian sausage spaghetti w/mozzarella cheese, steamed broccoli and cauliflower, 4 oz 100% cherry juice
Dessert and/or late night snack:
green/black/kalamata olives,"
Sunshine_And_Sand,"May 21, 2019 5:39PM","Breakfast - oatmeal with melted cheddar, salt, pepper, and Texas Pete
Lunch - homemade chicken salad on honey wheat, tangelo
Dinner - Mexican restaurant for my kid's school function"
seltzermint555,"May 21, 2019 5:49PM","Breakfast: multi-grain toaster waffle with a tiny bit of cookie butter & sugar-free syrup, 1 fried egg w/ picante, coffee
Lunch: Morningstar garden veggie patty with spicy brown mustard, pickles, shredded lettuce, tomato & onion (no bun), sweet potatoes & kale mix with dried cranberries and balsamic.
Afternoon Snack: skinny latte with sugar-free raspberry flavoring
Dinner: wheat farfalle pasta with peas and an alfredo sauce made from almond milk, blended cauliflower, fresh herbs & nutritional yeast."
